Virus_name_ORF_8_replacement_L84S,GISAID_ID,Lineage,GISAID_Clade,Location,Collection_date
hCoV-19/USA/WI-UW-116/2020,EPI_ISL_425173,A.4,S,North_America_/_USA_/_Wisconsin_/_Middleton,2020/03/30
hCoV-19/USA/WI-UW-96/2020,EPI_ISL_425153,A.4,S,North_America_/_USA_/_Wisconsin_/_Madison,1-APR-2020
hCoV-19/USA/WI-UW-91/2020,EPI_ISL_425148,A.1,S,North_America_/_USA_/_Wisconsin_/_Waunakee,1-APR-2020
hCoV-19/USA/WI-UW-88/2020,EPI_ISL_425145,A.4,S,North_America_/_USA_/_Wisconsin_/_DeForest,5-APR-2020
hCoV-19/Germany/NRW-39/2020,EPI_ISL_425123,A.5,S,Europe_/_Germany_/_North_Rhine_Westphalia_/_Duesseldorf,2020/03/17
hCoV-19/Korea/KCDC2002/2020,EPI_ISL_425118,A,S,Asia_/_South_Korea,2020/01/30
hCoV-19/USA/MI-MDHHS-SC20003/2020,EPI_ISL_424990,A.1,S,North_America_/_USA_/_Michigan,2020/03/11
hCoV-19/USA/NC_200181/2020,EPI_ISL_424987,A.3,S,North_America_/_USA_/_North_Carolina,2020/03/01
hCoV-19/USA/MI-MDHHS-SC20004/2020,EPI_ISL_424982,A.5,S,North_America_/_USA_/_Michigan,2020/03/10
hCoV-19/USA/VA_6171/2020,EPI_ISL_424907,A.p7,S,North_America_/_USA_/_Virginia,2020/03/06
hCoV-19/USA/SC_3571/2020,EPI_ISL_424904,A.3,S,North_America_/_USA_/_South_Carolina,2020/03/07
hCoV-19/USA/SC_3570/2020,EPI_ISL_424903,A.3,S,North_America_/_USA_/_South_Carolina,2020/03/07
hCoV-19/USA/SC_3520/2020,EPI_ISL_424902,A.3,S,North_America_/_USA_/_South_Carolina,2020/03/05
hCoV-19/USA/VA_6382/2020,EPI_ISL_424893,A.1,S,North_America_/_USA_/_Virginia,2020/03/08
hCoV-19/USA/UT_8199/2020,EPI_ISL_424889,A.1,S,North_America_/_USA_/_Utah,2020/03/05
hCoV-19/USA/SC_6370/2020,EPI_ISL_424888,A.3,S,North_America_/_USA_/_South_Carolina,2020/03/08
hCoV-19/USA/NC_6999/2020,EPI_ISL_424871,A.1,S,North_America_/_USA_/_North_Carolina,2020/03/06
hCoV-19/USA/GA_2343/2020,EPI_ISL_424864,A.3,S,North_America_/_USA_/_Georgia,2020/03/10
hCoV-19/USA/GA_2185/2020,EPI_ISL_424863,A.1,S,North_America_/_USA_/_Georgia,2020/03/01
hCoV-19/USA/GA_2120/2020,EPI_ISL_424862,A.3,S,North_America_/_USA_/_Georgia,2020/03/01
hCoV-19/USA/GA_2118/2020,EPI_ISL_424861,A.3,S,North_America_/_USA_/_Georgia,2020/03/08
hCoV-19/USA/GA_2055/2020,EPI_ISL_424860,A.3,S,North_America_/_USA_/_Georgia,2020/03/01
hCoV-19/USA/GA_1847/2020,EPI_ISL_424859,A.3,S,North_America_/_USA_/_Georgia,2020/03/05
hCoV-19/USA/FL_9656/2020,EPI_ISL_424856,A.1,S,North_America_/_USA_/_Florida,2020/03/06
hCoV-19/USA/FL_9655/2020,EPI_ISL_424854,A.3,S,North_America_/_USA_/_Florida,2020/03/05
hCoV-19/USA/DC_0004/2020,EPI_ISL_424852,A.1,S,North_America_/_USA_/_District_of_Columbia,2020/03/06
hCoV-19/USA/IL_0089/2020,EPI_ISL_424851,A.1,S,North_America_/_USA_/_Illinois,2020/03/07
hCoV-19/USA/AZ_8135/2020,EPI_ISL_424849,A.1,S,North_America_/_USA_/_Arizona,2020/03/09
hCoV-19/USA/AZ_8132/2020,EPI_ISL_424848,A.1,S,North_America_/_USA_/_Arizona,2020/03/09
hCoV-19/USA/SC_3575/2020,EPI_ISL_424842,A.3,S,North_America_/_USA_/_South_Carolina,2020/03/07
hCoV-19/USA/SC_3569/2020,EPI_ISL_424841,A.3,S,North_America_/_USA_/_South_Carolina,2020/03/06
hCoV-19/Mexico/CDMX-InDRE_06/2020,EPI_ISL_424673,A.1,S,North_America_/_Mexico_/_CDMX,2020/03/12
hCoV-19/Mexico/Queretaro-InDRE_04/2020,EPI_ISL_424670,A.5,S,North_America_/_Mexico_/_Queretaro,2020/03/10
hCoV-19/USA/AZ-ASU2922/2020,EPI_ISL_424668,A.1,S,North_America_/_USA_/_Arizona,2020/03/16
hCoV-19/Mexico/EdoMex-InDRE_03/2020,EPI_ISL_424667,A.5,S,North_America_/_Mexico_/_Estado_de_Mexico,2020/03/04
hCoV-19/Mexico/CDMX-INER_05/2020,EPI_ISL_424627,A.1,S,North_America_/_Mexico_/_Mexico_City,2020/03/16
hCoV-19/Iceland/445/2020,EPI_ISL_424469,A.1,S,Europe_/_Iceland_/_Reykjavik,2020/03/20
hCoV-19/Iceland/438/2020,EPI_ISL_424462,A.1.1,S,Europe_/_Iceland_/_Reykjavik,2020/03/20
hCoV-19/Iceland/412/2020,EPI_ISL_424436,A.1.1,S,Europe_/_Iceland_/_Reykjavik,2020/03/19
hCoV-19/Iceland/405/2020,EPI_ISL_424429,A.1.1,S,Europe_/_Iceland_/_Reykjavik,2020/03/19
hCoV-19/Beijing/Wuhan_IME-BJ07/2020,EPI_ISL_424360,A,S,Asia_/_China_/_Beijing,2020/01/29
hCoV-19/Beijing/Wuhan_IME-BJ04/2020,EPI_ISL_424358,A,S,Asia_/_China_/_Beijing,2020/01/28
hCoV-19/Beijing/Wuhan_IME-BJ03/2020,EPI_ISL_424357,A,S,Asia_/_China_/_Beijing,2020/01/28
hCoV-19/Beijing/Wuhan_IME-BJ02/2020,EPI_ISL_424356,A,S,Asia_/_China_/_Beijing,2020/01/25
hCoV-19/Beijing/Wuhan_IME-BJ01/2020,EPI_ISL_424355,A,S,Asia_/_China_/_Beijing,2020/01/24
hCoV-19/USA/WA-UW-1986/2020,EPI_ISL_424338,A.1,S,North_America_/_USA_/_Washington,2020/03/24
hCoV-19/USA/WA-UW-1988/2020,EPI_ISL_424336,A.1,O,North_America_/_USA_/_Washington,2020/03/24
hCoV-19/USA/WA-UW-1984/2020,EPI_ISL_424329,A.1,S,North_America_/_USA_/_Washington,2020/03/24
hCoV-19/USA/WA-UW-1968/2020,EPI_ISL_424326,A.1,S,North_America_/_USA_/_Washington,2020/03/20
hCoV-19/USA/WA-UW-1944/2020,EPI_ISL_424323,A.1,S,North_America_/_USA_/_Washington,2020/03/24
hCoV-19/USA/WA-UW-1880/2020,EPI_ISL_424311,B.1,GH,North_America_/_USA_/_Washington,2020/03/24
hCoV-19/USA/OR-UW-1887/2020,EPI_ISL_424308,A.1,O,North_America_/_USA_/_Oregon,2020/03/22
hCoV-19/USA/OR-UW-1937/2020,EPI_ISL_424303,A.1,O,North_America_/_USA_/_Oregon,2020/03/21
hCoV-19/USA/WA-UW-1920/2020,EPI_ISL_424298,A.1,S,North_America_/_USA_/_Washington,2020/03/23
hCoV-19/USA/WA-UW-1913/2020,EPI_ISL_424297,A.1,S,North_America_/_USA_/_Washington,2020/03/23
hCoV-19/USA/WA-UW-1919/2020,EPI_ISL_424296,A.1,S,North_America_/_USA_/_Washington,2020/03/23
hCoV-19/USA/WA-UW-1905/2020,EPI_ISL_424295,A.1,O,North_America_/_USA_/_Washington,2020/03/23
hCoV-19/USA/WA-UW-1855/2020,EPI_ISL_424292,A.1,O,North_America_/_USA_/_Washington,2020/03/23
hCoV-19/USA/WA-UW-1860/2020,EPI_ISL_424289,A.1,S,North_America_/_USA_/_Washington,2020/03/23
hCoV-19/USA/WA-UW-1846/2020,EPI_ISL_424288,A.1,O,North_America_/_USA_/_Washington,2020/03/22
hCoV-19/USA/WA-UW-1843/2020,EPI_ISL_424287,A.1,S,North_America_/_USA_/_Washington,2020/03/23
hCoV-19/USA/OR-UW-1849/2020,EPI_ISL_424286,A.1,S,North_America_/_USA_/_Oregon,2020/03/20
hCoV-19/USA/OR-UW-1851/2020,EPI_ISL_424285,A.1,S,North_America_/_USA_/_Oregon,2020/03/21
hCoV-19/USA/WA-UW-1863/2020,EPI_ISL_424284,A.1,S,North_America_/_USA_/_Washington,2020/03/23
hCoV-19/USA/WA-UW-1946/2020,EPI_ISL_424283,A.1,O,North_America_/_USA_/_Washington,2020/03/24
hCoV-19/USA/WA-UW-1835/2020,EPI_ISL_424282,A.1,O,North_America_/_USA_/_Washington,2020/03/23
hCoV-19/USA/WA-UW-1850/2020,EPI_ISL_424279,A.1,S,North_America_/_USA_/_Washington,2020/03/23
hCoV-19/USA/WA-UW-1822/2020,EPI_ISL_424276,A.1,S,North_America_/_USA_/_Washington,2020/03/22
hCoV-19/USA/WA-UW-1821/2020,EPI_ISL_424275,A.1,S,North_America_/_USA_/_Washington,2020/03/22
hCoV-19/USA/WA-UW-1825/2020,EPI_ISL_424272,A.1,O,North_America_/_USA_/_Washington,2020/03/22
hCoV-19/USA/WA-UW-1828/2020,EPI_ISL_424269,A.1,S,North_America_/_USA_/_Washington,2020/03/22
hCoV-19/USA/UN-UW-1816/2020,EPI_ISL_424268,A.1,S,North_America_/_USA,2020/03/22
hCoV-19/USA/UN-UW-1817/2020,EPI_ISL_424267,A.1,S,North_America_/_USA,2020/03/22
hCoV-19/USA/UN-UW-1818/2020,EPI_ISL_424266,A.1,O,North_America_/_USA,2020/03/22
hCoV-19/USA/UN-UW-1834/2020,EPI_ISL_424265,A.1,S,North_America_/_USA,2020/03/22
hCoV-19/USA/WA-UW-1805/2020,EPI_ISL_424264,A.1,S,North_America_/_USA_/_Washington,2020/03/22
hCoV-19/USA/WA-UW-1782/2020,EPI_ISL_424262,A.1,S,North_America_/_USA_/_Washington,2020/03/22
hCoV-19/USA/WA-UW-1784/2020,EPI_ISL_424261,A.1,S,North_America_/_USA_/_Washington,2020/03/21
hCoV-19/USA/WA-UW-1778/2020,EPI_ISL_424258,A.1,S,North_America_/_USA_/_Washington,2020/03/22
hCoV-19/USA/WA-UW-1840/2020,EPI_ISL_424252,A.1,S,North_America_/_USA_/_Washington,2020/03/23
hCoV-19/USA/WA-UW-1785/2020,EPI_ISL_424250,A.1,S,North_America_/_USA_/_Washington,2020/03/19
hCoV-19/USA/UN-UW-1791/2020,EPI_ISL_424249,A.1,S,North_America_/_USA,2020/03/20
hCoV-19/USA/WA-UW-1760/2020,EPI_ISL_424247,A.1,S,North_America_/_USA_/_Washington,2020/03/21
hCoV-19/USA/WA-UW-1756/2020,EPI_ISL_424243,A.1,S,North_America_/_USA_/_Washington,2020/03/21
hCoV-19/USA/WA-UW-1735/2020,EPI_ISL_424241,A.1,S,North_America_/_USA_/_Washington,2020/03/21
hCoV-19/USA/WA-UW-1730/2020,EPI_ISL_424240,A.1,S,North_America_/_USA_/_Washington,2020/03/21
hCoV-19/USA/WA-UW-1708/2020,EPI_ISL_424232,A.1,O,North_America_/_USA_/_Washington,2020/03/21
hCoV-19/USA/WA-UW-1731/2020,EPI_ISL_424231,A.1,S,North_America_/_USA_/_Washington,2020/03/21
hCoV-19/USA/WA-UW-1709/2020,EPI_ISL_424230,A.1,S,North_America_/_USA_/_Washington,2020/03/21
hCoV-19/USA/WA-UW-1702/2020,EPI_ISL_424228,A.1,S,North_America_/_USA_/_Washington,2020/03/21
hCoV-19/USA/WA-UW-1705/2020,EPI_ISL_424226,A.1,S,North_America_/_USA_/_Washington,2020/03/21
hCoV-19/USA/WA-UW-1744/2020,EPI_ISL_424223,A.1,S,North_America_/_USA_/_Washington,2020/03/21
hCoV-19/USA/WA-UW-1700/2020,EPI_ISL_424222,A.1,S,North_America_/_USA_/_Washington,2020/03/20
hCoV-19/USA/WA-UW-1729/2020,EPI_ISL_424220,A.1,O,North_America_/_USA_/_Washington,2020/03/21
hCoV-19/USA/WA-UW-1695/2020,EPI_ISL_424219,A.1,S,North_America_/_USA_/_Washington,2020/03/20
hCoV-19/USA/WA-UW-1682/2020,EPI_ISL_424218,A.1,O,North_America_/_USA_/_Washington,2020/03/20
hCoV-19/USA/WA-UW-1684/2020,EPI_ISL_424217,A.1,O,North_America_/_USA_/_Washington,2020/03/19
hCoV-19/USA/WA-UW-1670/2020,EPI_ISL_424213,A.1,S,North_America_/_USA_/_Washington,2020/03/20
hCoV-19/USA/WA-UW-1718/2020,EPI_ISL_424210,A.1,S,North_America_/_USA_/_Washington,2020/03/20
hCoV-19/USA/WA-UW-1765/2020,EPI_ISL_424209,A.1,S,North_America_/_USA_/_Washington,2020/03/20
hCoV-19/USA/WA-UW-1673/2020,EPI_ISL_424206,A.1,O,North_America_/_USA_/_Washington,2020/03/20
hCoV-19/USA/WA-UW-1672/2020,EPI_ISL_424199,A.1,S,North_America_/_USA_/_Washington,2020/03/20
hCoV-19/USA/WA-UW-1656/2020,EPI_ISL_424198,A.1,S,North_America_/_USA_/_Washington,2020/03/20
hCoV-19/USA/WA-UW-1666/2020,EPI_ISL_424196,A.1,O,North_America_/_USA_/_Washington,2020/03/20
hCoV-19/USA/WA-UW-1683/2020,EPI_ISL_424191,A.1,S,North_America_/_USA_/_Washington,2020/03/20
hCoV-19/USA/UN-UW-1486/2020,EPI_ISL_424185,A.1,O,North_America_/_USA,2020/03/18
hCoV-19/USA/UN-UW-1402/2020,EPI_ISL_424181,A.1,S,North_America_/_USA,2020/03/16
hCoV-19/USA/WA-UW-1294/2020,EPI_ISL_424180,A.1,S,North_America_/_USA_/_Washington,2020/03/18
hCoV-19/USA/WA-UW-1341/2020,EPI_ISL_424179,A.1,O,North_America_/_USA_/_Washington,2020/03/17
hCoV-19/USA/WA-UW-1465/2020,EPI_ISL_424177,A.1,S,North_America_/_USA_/_Washington,2020/03/17
hCoV-19/USA/WA-UW-1362/2020,EPI_ISL_424175,A.1,S,North_America_/_USA_/_Washington,2020/03/17
hCoV-19/USA/IL-UW-1311/2020,EPI_ISL_424173,A.1,O,North_America_/_USA_/_Illinois,2020/03/14
hCoV-19/USA/WA-UW-1538/2020,EPI_ISL_424169,A.1,S,North_America_/_USA_/_Washington,2020/03/19
hCoV-19/USA/WA-UW-1638/2020,EPI_ISL_424168,A.1,O,North_America_/_USA_/_Washington,2020/03/19
hCoV-19/England/20129164904/2020,EPI_ISL_424127,A.2,S,Europe_/_United_Kingdom_/_England,2020/03/21
hCoV-19/England/20129002004/2020,EPI_ISL_423976,A.2,S,Europe_/_United_Kingdom_/_England,2020/03/20
hCoV-19/England/20128000604/2020,EPI_ISL_423918,A.2,S,Europe_/_United_Kingdom_/_England,2020/03/19
hCoV-19/England/20126000104/2020,EPI_ISL_423859,A.2,S,Europe_/_United_Kingdom_/_England,2020/03/17
hCoV-19/England/20144022904/2020,EPI_ISL_423523,A.1,S,Europe_/_United_Kingdom_/_England,2020/03/30
hCoV-19/England/20144011504/2020,EPI_ISL_423506,A.1,S,Europe_/_United_Kingdom_/_England,2020/03/30
hCoV-19/England/20144006004/2020,EPI_ISL_423492,A.2,S,Europe_/_United_Kingdom_/_England,2020/03/31
hCoV-19/England/20144003804/2020,EPI_ISL_423483,A.2,S,Europe_/_United_Kingdom_/_England,1-APR-2020
hCoV-19/England/20139064904/2020,EPI_ISL_423352,A.2,S,Europe_/_United_Kingdom_/_England,2020/03/29
hCoV-19/England/20134079704/2020,EPI_ISL_423179,A.5,S,Europe_/_United_Kingdom_/_England,2020/03/24
hCoV-19/Thailand/Bangkok-0019/2020,EPI_ISL_423040,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/20
hCoV-19/USA/WA-UW-1599/2020,EPI_ISL_423033,A.1,S,North_America_/_USA_/_Washington,2020/03/18
hCoV-19/USA/WA-UW-1441/2020,EPI_ISL_423025,A.1,S,North_America_/_USA_/_Washington,2020/03/18
hCoV-19/USA/WA-UW-1562/2020,EPI_ISL_423022,A.1,S,North_America_/_USA_/_Washington,2020/03/19
hCoV-19/USA/WA-UW-1591/2020,EPI_ISL_423017,A.1,S,North_America_/_USA_/_Washington,2020/03/19
hCoV-19/USA/WA-UW-1578/2020,EPI_ISL_423016,A.1,S,North_America_/_USA_/_Washington,2020/03/19
hCoV-19/USA/WA-UW-1587/2020,EPI_ISL_423014,A.1,S,North_America_/_USA_/_Washington,2020/03/19
hCoV-19/USA/WA-UW-1588/2020,EPI_ISL_423012,A.1,O,North_America_/_USA_/_Washington,2020/03/19
hCoV-19/USA/WA-UW-1426/2020,EPI_ISL_423008,A.1,O,North_America_/_USA_/_Washington,2020/03/18
hCoV-19/USA/WA-UW-1448/2020,EPI_ISL_423007,A.1,S,North_America_/_USA_/_Washington,2020/03/19
hCoV-19/USA/WA-UW-1603/2020,EPI_ISL_423005,A.1,S,North_America_/_USA_/_Washington,2020/03/19
hCoV-19/USA/WA-UW-1581/2020,EPI_ISL_423004,A.1,S,North_America_/_USA_/_Washington,2020/03/19
hCoV-19/USA/WA-UW-1583/2020,EPI_ISL_423003,A.1,S,North_America_/_USA_/_Washington,2020/03/19
hCoV-19/USA/WA-UW-1349/2020,EPI_ISL_422999,A.1,O,North_America_/_USA_/_Washington,2020/03/18
hCoV-19/USA/WA-UW-1351/2020,EPI_ISL_422997,A.1,S,North_America_/_USA_/_Washington,2020/03/17
hCoV-19/USA/WA-UW-1334/2020,EPI_ISL_422995,A.1,S,North_America_/_USA_/_Washington,2020/03/17
hCoV-19/USA/WA-UW-1321/2020,EPI_ISL_422993,A.1,S,North_America_/_USA_/_Washington,2020/03/18
hCoV-19/USA/WA-UW-1347/2020,EPI_ISL_422992,A.1,S,North_America_/_USA_/_Washington,2020/03/17
hCoV-19/USA/WA-UW-1314/2020,EPI_ISL_422991,A.1,S,North_America_/_USA_/_Washington,2020/03/17
hCoV-19/USA/WA-UW-1295/2020,EPI_ISL_422990,A.1,O,North_America_/_USA_/_Washington,2020/03/18
hCoV-19/USA/WA-UW-1297/2020,EPI_ISL_422989,A.1,S,North_America_/_USA_/_Washington,2020/03/18
hCoV-19/USA/WA-UW-1296/2020,EPI_ISL_422988,A.1,S,North_America_/_USA_/_Washington,2020/03/18
hCoV-19/USA/WA-UW-1338/2020,EPI_ISL_422986,A.1,S,North_America_/_USA_/_Washington,2020/03/18
hCoV-19/USA/WA-UW-1300/2020,EPI_ISL_422984,A.1,S,North_America_/_USA_/_Washington,2020/03/17
hCoV-19/USA/UN-UW-1403/2020,EPI_ISL_422982,A.1,S,North_America_/_USA,2020/03/16
hCoV-19/USA/WA-UW-1327/2020,EPI_ISL_422975,A.1,S,North_America_/_USA_/_Washington,2020/03/18
hCoV-19/USA/WA-UW-1279/2020,EPI_ISL_422974,A.1,S,North_America_/_USA_/_Washington,2020/03/17
hCoV-19/USA/WA-UW-1308/2020,EPI_ISL_422973,A.1,S,North_America_/_USA_/_Washington,2020/03/17
hCoV-19/USA/WA-UW-1320/2020,EPI_ISL_422971,A.1,S,North_America_/_USA_/_Washington,2020/03/17
hCoV-19/USA/UN-UW-1331/2020,EPI_ISL_422968,A.1,O,North_America_/_USA,2020/03/01
hCoV-19/USA/WA-UW-1315/2020,EPI_ISL_422965,A.1,S,North_America_/_USA_/_Washington,2020/03/16
hCoV-19/USA/WA-UW-1304/2020,EPI_ISL_422964,A.1,S,North_America_/_USA_/_Washington,2020/03/16
hCoV-19/USA/WA-UW-1271/2020,EPI_ISL_422963,A.1,S,North_America_/_USA_/_Washington,2020/03/16
hCoV-19/USA/UN-UW-1312/2020,EPI_ISL_422962,A.1,O,North_America_/_USA,2020/03/16
hCoV-19/USA/IL-UW-1265/2020,EPI_ISL_422961,A.1,S,North_America_/_USA_/_Illinois,2020/03/13
hCoV-19/Netherlands/NoordBrabant_76/2020,EPI_ISL_422872,A.2,S,Europe_/_Netherlands_/_Noord_Brabant,2020/03/09
hCoV-19/Netherlands/NA_42/2020,EPI_ISL_422803,A.2,S,Europe_/_Netherlands,2020/03/13
hCoV-19/Netherlands/Limburg_9/2020,EPI_ISL_422648,A.2,S,Europe_/_Netherlands_/_Limburg,2020/03/20
hCoV-19/USA/NY-PV09188/2020,EPI_ISL_422545,A.1,S,North_America_/_USA_/_New_York_/_Manhattan,2020/03/20
hCoV-19/USA/NY-PV09156/2020,EPI_ISL_422523,A,S,North_America_/_USA_/_New_York_/_Bronx,2020/03/21
hCoV-19/USA/NY-PV09147/2020,EPI_ISL_422517,A.2,S,North_America_/_USA_/_New_York_/_Manhattan,2020/03/20
hCoV-19/Taiwan/NTU13/2020,EPI_ISL_422415,A.3,S,Asia_/_Taiwan_/_Taipei,2020/03/17
hCoV-19/Ghana/2828_S6/2020,EPI_ISL_422397,A,S,Africa_/_Ghana_/_Greater_Accra,2020/03/29
hCoV-19/Ghana/1651_S3/2020,EPI_ISL_422387,A,S,Africa_/_Ghana_/_Greater_Accra,2020/03/25
hCoV-19/Wales/PHWC-2569A/2020,EPI_ISL_422299,A.2,S,Europe_/_United_Kingdom_/_Wales,2020/03/24
hCoV-19/Luxembourg/LNS3307371/2020,EPI_ISL_421735,A.2,S,Europe_/_Luxembourg,2020/03/17
hCoV-19/USA/NJ-NYUMC111/2020,EPI_ISL_421723,A.1,S,North_America_/_USA_/_New_Jersey,2020/03/18
hCoV-19/USA/NY-NYUMC102/2020,EPI_ISL_421714,A,S,North_America_/_USA_/_New_York_/_Brooklyn,2020/03/18
hCoV-19/USA/NY-NYUMC95/2020,EPI_ISL_421707,A.1,S,North_America_/_USA_/_New_York_/_Manhattan,2020/03/18
hCoV-19/USA/MN134-MDH134/2020,EPI_ISL_421690,A.1,S,North_America_/_USA_/_Minnesota,2020/03/16
hCoV-19/USA/MN131-MDH131/2020,EPI_ISL_421687,A.1,S,North_America_/_USA_/_Minnesota,2020/03/16
hCoV-19/USA/UT-055/2020,EPI_ISL_421561,A.1,S,North_America_/_USA_/_Utah,2020/03/17
hCoV-19/USA/WY-WYPHL018/2020,EPI_ISL_421552,A.1,S,North_America_/_USA_/_Wyoming,2020/03/19
hCoV-19/USA/WY-WYPHL012/2020,EPI_ISL_421549,A.1,S,North_America_/_USA_/_Wyoming,2020/03/14
hCoV-19/USA/WY-WYPHL011/2020,EPI_ISL_421548,A.1,S,North_America_/_USA_/_Wyoming,2020/03/14
hCoV-19/Spain/Valencia53/2020,EPI_ISL_421520,A.5,S,Europe_/_Spain_/_Comunitat_Valenciana_/_Valencia,2020/03/20
hCoV-19/Portugal/PT0064/2020,EPI_ISL_421467,A.5,S,Europe_/_Portugal,2020/03/20
hCoV-19/Portugal/PT0063/2020,EPI_ISL_421466,A.5,S,Europe_/_Portugal,2020/03/20
hCoV-19/USA/NY-PV08490/2020,EPI_ISL_421426,A.3,S,North_America_/_USA_/_New_York_/,2020/03/17
hCoV-19/USA/NY-PV08441/2020,EPI_ISL_421393,A.5,S,North_America_/_USA_/_New_York_/_Brooklyn,2020/03/18
hCoV-19/USA/NY-PV08148/2020,EPI_ISL_421365,A,S,North_America_/_USA_/_New_York_/_Bronx,2020/03/14
hCoV-19/USA/NY-PV08146/2020,EPI_ISL_421364,A.1,S,North_America_/_USA_/_New_York_/_Manhattan,2020/03/17
hCoV-19/USA/WI-UW-77/2020,EPI_ISL_421335,A.4,S,North_America_/_USA_/_Wisconsin_/_Stoughton,2020/03/19
hCoV-19/USA/WI-UW-76/2020,EPI_ISL_421334,A.1,S,North_America_/_USA_/_Wisconsin_/_Marshall,2020/03/22
hCoV-19/USA/WI-UW-73/2020,EPI_ISL_421331,A.4,S,North_America_/_USA_/_Wisconsin_/_Madison,2020/03/24
hCoV-19/USA/WI-UW-71/2020,EPI_ISL_421329,A.4,S,North_America_/_USA_/_Wisconsin_/_Madison,2020/03/24
hCoV-19/USA/WI-UW-70/2020,EPI_ISL_421328,A.4,S,North_America_/_USA_/_Wisconsin_/_Sun_Prarie,2020/03/19
hCoV-19/USA/WI-UW-69/2020,EPI_ISL_421327,A.4,S,North_America_/_USA_/_Wisconsin_/_Stoughton,2020/03/19
hCoV-19/USA/WI-UW-67/2020,EPI_ISL_421325,A.4,S,North_America_/_USA_/_Wisconsin_/_Sun_Prarie,2020/03/25
hCoV-19/USA/WI-UW-66/2020,EPI_ISL_421324,A.4,S,North_America_/_USA_/_Wisconsin_/_Madison,2020/03/24
hCoV-19/USA/WI-UW-61/2020,EPI_ISL_421319,A.4,S,North_America_/_USA_/_Wisconsin_/_Stoughton,2020/03/23
hCoV-19/USA/WI-UW-59/2020,EPI_ISL_421317,A.1,S,North_America_/_USA_/_Wisconsin_/_DeForest,2020/03/24
hCoV-19/USA/WI-UW-51/2020,EPI_ISL_421309,A.4,S,North_America_/_USA_/_Wisconsin_/_Madison,2020/03/20
hCoV-19/USA/WI-UW-50/2020,EPI_ISL_421308,A.4,S,North_America_/_USA_/_Wisconsin_/_Brooklyn,2020/03/25
hCoV-19/USA/WI-UW-39/2020,EPI_ISL_421297,A.1,S,North_America_/_USA_/_Wisconsin_/_Marshall,2020/03/22
hCoV-19/USA/WI-UW-38/2020,EPI_ISL_421296,A.4,S,North_America_/_USA_/_Wisconsin_/_Stoughton,2020/03/25
hCoV-19/USA/WI-UW-34/2020,EPI_ISL_421292,A.4,S,North_America_/_USA_/_Wisconsin_/_Madison,2020/03/26
hCoV-19/USA/WI-UW-33/2020,EPI_ISL_421291,A.3,S,North_America_/_USA_/_Wisconsin_/_Madison,2020/03/23
hCoV-19/USA/WI-UW-28/2020,EPI_ISL_421286,A.3,S,North_America_/_USA_/_Wisconsin_/_Madison,2020/03/25
hCoV-19/USA/WY-WYPHL001/2020,EPI_ISL_421272,A.1,S,North_America_/_USA_/_Wyoming,2020/03/10
hCoV-19/Xinyu/JX122/2020,EPI_ISL_421249,A,S,Asia_/_China_/_Jiangxi_/_Xinyu,2020/01/25
hCoV-19/Nanchang/JX39/2020,EPI_ISL_421248,A,S,Asia_/_China_/_Jiangxi_/_Nanchang,2020/01/23
hCoV-19/Nanchang/JX149/2020,EPI_ISL_421247,A,S,Asia_/_China_/_Jiangxi_/_Nanchang,2020/01/27
hCoV-19/Nanchang/JXN3T4/2020,EPI_ISL_421246,A,S,Asia_/_China_/_Jiangxi_/_Nanchang,26-FEB-2020
hCoV-19/Nanchang/JX90/2020,EPI_ISL_421245,A,S,Asia_/_China_/_Jiangxi_/_Nanchang,2020/01/25
hCoV-19/Shangrao/JX29/2020,EPI_ISL_421244,A,S,Asia_/_China_/_Jiangxi_/_Shangrao,2020/01/22
hCoV-19/Nanchang/JX14/2020,EPI_ISL_421243,A,S,Asia_/_China_/_Jiangxi_/_Nanchang,2020/01/21
hCoV-19/Ganzhou/JX81/2020,EPI_ISL_421242,A,S,Asia_/_China_/_Jiangxi_/_Ganzhou,2020/01/25
hCoV-19/Nanchang/JX177/2020,EPI_ISL_421241,A,S,Asia_/_China_/_Jiangxi_/_Nanchang,2020/01/30
hCoV-19/Shangrao/JX1948/2020,EPI_ISL_421240,A,S,Asia_/_China_/_Jiangxi_/_Shangrao,5-FEB-2020
hCoV-19/Shangrao/JX105/2020,EPI_ISL_421239,A,S,Asia_/_China_/_Jiangxi_/_Shangrao,2020/01/26
hCoV-19/Nanchang/JX174/2020,EPI_ISL_421238,A,S,Asia_/_China_/_Jiangxi_/_Nanchang,2020/01/29
hCoV-19/Jiujiang/JX22/2020,EPI_ISL_421237,A,S,Asia_/_China_/_Jiangxi_/_Jiujiang,2020/01/22
hCoV-19/Australia/QLDID931/2020,EPI_ISL_420879,A.1,S,Oceania_/_Australia_/_Queensland_/_Brisbane,2020/03/25
hCoV-19/DRC/300/2020,EPI_ISL_420841,A,S,Africa_/_Democratic_Republic_of_the_Congo_/_Sud_Kivu,2020/03/22
hCoV-19/USA/UT-0288/2020,EPI_ISL_420808,A.3,S,North_America_/_USA_/_Utah,2020/03/24
hCoV-19/USA/UT-0284/2020,EPI_ISL_420806,A.1,S,North_America_/_USA_/_Utah,2020/03/14
